User ID,Age,Gender,Height (cm),Weight (kg),Workout Type,Workout Duration (mins),Calories Burned,Heart Rate (bpm),Steps Taken,Distance (km),Workout Intensity,Sleep Hours,Water Intake (liters),Daily Calories Intake,Resting Heart Rate (bpm),VO2 Max,Body Fat (%),Mood Before Workout,Mood After Workout,HRmax,HR%,TLI,MET,WEI
213,19,Female,154,101,HIIT,107,905,143,11484,11.49,Medium,8.7,1.9,2535,85,38.4,28.5,Tired,Neutral,194.7,73.44632768361582,15301,5.8882352941176475,7.886900047520988
229,55,Female,163,103,HIIT,74,815,89,8341,9.08,Low,7.0,1.9,1919,85,38.4,28.5,Neutral,Fatigued,169.5,52.50737463126843,6586,3.6647058823529415,6.4427967790799645
248,59,Female,194,101,HIIT,113,492,160,1264,13.86,High,6.5,1.9,3162,57,38.4,28.5,Tired,Energized,166.7,95.98080383923217,18080,9.82456140350877,11.772512754086351
257,38,Male,166,85,HIIT,44,311,153,19181,6.71,Medium,7.8,1.9,3337,51,38.4,28.5,Stressed,Neutral,181.4,84.34399117971334,6732,10.5,12.862458654906284
262,22,Other,157,67,HIIT,89,677,106,10953,3.29,Medium,8.3,1.9,3045,69,38.4,28.5,Neutral,Neutral,192.6,55.03634475597092,9434,5.3768115942028984,2.0344895982825206
265,55,Male,192,115,HIIT,75,693,113,8251,1.79,Medium,7.0,1.9,3718,71,38.4,28.5,Happy,Energized,169.5,66.66666666666666,8475,5.570422535211268,1.591111111111111
266,34,Other,173,119,HIIT,46,602,160,17671,13.76,High,6.2,1.9,2148,59,38.4,28.5,Stressed,Neutral,184.2,86.86210640608036,7360,9.491525423728813,25.983099655384034
272,27,Male,157,70,HIIT,70,472,90,15883,7.22,Medium,6.5,1.9,3401,69,38.4,28.5,Stressed,Fatigued,189.1,47.593865679534645,6300,4.565217391304348,4.908967288660573
279,28,Male,176,71,HIIT,85,205,110,15378,1.57,High,4.6,1.9,3233,60,38.4,28.5,Stressed,Fatigued,188.4,58.3864118895966,9350,6.416666666666666,1.0784313725490198
283,27,Other,196,70,HIIT,85,352,88,6225,10.28,Low,8.1,1.9,3215,84,38.4,28.5,Happy,Neutral,189.1,46.53622421998943,7480,3.666666666666667,5.628145705664604
286,45,Other,177,102,HIIT,64,313,151,16619,2.62,High,6.2,1.9,1846,71,38.4,28.5,Happy,Energized,176.5,85.55240793201133,9664,7.443661971830985,3.502301699716714
292,43,Female,196,116,HIIT,111,400,174,15165,1.27,Medium,6.2,1.9,3716,58,38.4,28.5,Tired,Neutral,177.9,97.80775716694772,19314,10.5,1.1190617261443567
296,38,Female,152,109,HIIT,65,999,90,9934,6.77,High,7.4,1.9,3890,78,38.4,28.5,Stressed,Neutral,181.4,49.6141124586549,5850,4.038461538461538,5.167500636078364
300,18,Female,194,50,HIIT,15,380,116,6507,11.15,Low,6.4,1.9,1633,53,38.4,28.5,Happy,Neutral,195.4,59.365404298874104,1740,7.660377358490566,44.12828386216309
310,40,Female,165,66,HIIT,60,244,113,17674,1.32,Low,4.1,1.9,2997,80,38.4,28.5,Neutral,Energized,180.0,62.77777777777778,6780,4.9437500000000005,1.3811111111111112
313,21,Male,190,101,HIIT,34,848,177,5212,13.38,High,6.2,1.9,3215,78,38.4,28.5,Happy,Fatigued,193.3,91.56751163993792,6018,7.942307692307692,36.03450899242263
336,51,Other,151,84,HIIT,101,323,85,10379,10.18,Low,6.3,1.9,3259,51,38.4,28.5,Stressed,Neutral,172.3,49.33255948926291,8585,5.833333333333334,4.972331243571252
337,38,Other,190,88,HIIT,10,891,165,12920,9.01,High,8.3,1.9,2378,52,38.4,28.5,Happy,Fatigued,181.4,90.95920617420066,1650,11.10576923076923,81.9542447629548
343,55,Female,184,78,HIIT,104,443,108,6252,5.46,Medium,7.9,1.9,2472,85,38.4,28.5,Neutral,Energized,169.5,63.716814159292035,11232,4.447058823529412,3.3451327433628317
344,29,Male,188,115,HIIT,67,401,124,7781,7.86,Low,5.2,1.9,1852,67,38.4,28.5,Happy,Fatigued,187.7,66.0628662759723,8308,6.477611940298507,7.750061625808095
354,51,Female,179,60,HIIT,117,136,94,9885,5.49,Medium,7.8,1.9,3605,64,38.4,28.5,Happy,Fatigued,172.3,54.55600696459663,10998,5.140625,2.559935711415688
357,42,Male,163,63,HIIT,81,490,152,14167,5.98,High,7.1,1.9,2889,86,38.4,28.5,Neutral,Neutral,178.6,85.1063829787234,12312,6.186046511627907,6.283162595219333
362,38,Male,198,50,HIIT,39,214,81,3133,11.14,High,7.9,1.9,2753,89,38.4,28.5,Neutral,Fatigued,181.4,44.65270121278942,3159,3.1853932584269664,12.75464337206344
371,58,Other,175,100,HIIT,99,292,135,17289,7.51,Low,5.2,1.9,2225,79,38.4,28.5,Tired,Neutral,167.4,80.64516129032258,13365,5.981012658227848,6.11762789182144
372,52,Male,187,75,HIIT,51,150,120,19697,10.34,Low,4.4,1.9,2493,72,38.4,28.5,Happy,Neutral,171.6,69.93006993006993,6120,5.833333333333334,14.177978883861238
374,47,Male,172,56,HIIT,104,993,178,10113,5.72,Medium,6.0,1.9,2629,53,38.4,28.5,Tired,Neutral,175.1,101.6561964591662,18512,11.754716981132075,5.59109080525414
381,37,Other,174,56,HIIT,115,208,89,11388,2.77,Medium,5.7,1.9,1817,78,38.4,28.5,Stressed,Fatigued,182.1,48.87424492037342,10235,3.9935897435897436,1.177231812429864
384,44,Other,170,84,HIIT,65,458,140,18798,6.05,Low,8.3,1.9,3209,78,38.4,28.5,Neutral,Neutral,177.2,79.00677200902935,9100,6.282051282051282,7.353707240840423
386,21,Male,188,83,HIIT,79,465,139,11183,2.76,Medium,5.4,1.9,2936,61,38.4,28.5,Happy,Energized,193.3,71.9089498189343,10981,7.975409836065574,2.512262044307072
388,58,Other,165,63,HIIT,69,385,179,18707,7.33,Low,5.7,1.9,1888,82,38.4,28.5,Stressed,Neutral,167.4,106.92951015531659,12351,7.640243902439025,11.359323325195225
390,31,Male,166,79,HIIT,21,469,175,14814,7.89,Low,4.1,1.9,2545,61,38.4,28.5,Neutral,Energized,186.3,93.9345142243693,3675,10.040983606557376,35.29253891572732
392,26,Other,151,82,HIIT,113,610,90,6087,1.25,Low,6.0,1.9,1732,86,38.4,28.5,Neutral,Fatigued,189.8,47.41833508956796,10170,3.662790697674419,0.5245391049730969
402,50,Female,185,100,HIIT,58,448,129,4452,4.79,High,7.4,1.9,3270,87,38.4,28.5,Neutral,Neutral,173.0,74.56647398843931,7482,5.189655172413794,6.158162248355591
413,29,Other,185,90,HIIT,117,719,164,1440,12.77,Medium,9.1,1.9,3006,75,38.4,28.5,Stressed,Neutral,187.7,87.3734683004795,19188,7.653333333333332,9.536403335018147
415,39,Male,189,50,HIIT,78,610,150,12495,7.31,Low,4.2,1.9,2207,86,38.4,28.5,Tired,Fatigued,180.7,83.01051466519093,11700,6.104651162790698,7.779575156442893
418,29,Male,173,100,HIIT,47,940,136,14373,1.82,Low,8.3,1.9,3173,64,38.4,28.5,Stressed,Energized,187.7,72.45604688332446,6392,7.4375,2.80574479420533
420,43,Female,193,66,HIIT,51,513,151,10336,5.94,High,7.8,1.9,3439,84,38.4,28.5,Stressed,Neutral,177.9,84.87914558740866,7701,6.291666666666667,9.885924015474657
422,48,Female,187,74,HIIT,111,996,153,7354,2.03,Low,6.9,1.9,2781,75,38.4,28.5,Happy,Fatigued,174.4,87.72935779816513,16983,7.140000000000001,1.604419786759236
426,59,Male,162,90,HIIT,118,725,81,3291,10.46,High,6.8,1.9,3199,51,38.4,28.5,Tired,Fatigued,166.7,48.59028194361128,9558,5.5588235294117645,4.307240246865882
430,34,Female,176,59,HIIT,13,762,145,19759,11.85,Medium,9.8,1.9,3444,84,38.4,28.5,Stressed,Energized,184.2,78.71878393051031,1885,6.041666666666667,71.75519919819594
437,34,Male,194,77,HIIT,88,258,168,2927,0.58,Low,6.0,1.9,1845,74,38.4,28.5,Stressed,Energized,184.2,91.20521172638438,14784,7.945945945945946,0.6011252591057151
441,35,Male,168,50,HIIT,50,378,115,10293,13.8,Low,5.8,1.9,3320,81,38.4,28.5,Happy,Energized,183.5,62.67029972752044,5750,4.969135802469136,17.29700272479564
457,28,Other,164,66,HIIT,32,973,115,6749,14.75,Medium,9.2,1.9,3657,74,38.4,28.5,Stressed,Fatigued,188.4,61.04033970276008,3680,5.439189189189189,28.135781581740975
458,48,Other,161,55,HIIT,106,370,156,3751,7.13,High,7.8,1.9,3608,89,38.4,28.5,Happy,Energized,174.4,89.44954128440367,16536,6.134831460674158,6.016747446771681
462,38,Other,188,88,HIIT,112,593,83,16835,11.51,High,4.0,1.9,1713,70,38.4,28.5,Happy,Energized,181.4,45.75523704520397,9296,4.15,4.702167664199087
473,34,Male,152,50,HIIT,109,706,164,9953,4.07,Medium,7.2,1.9,1636,76,38.4,28.5,Tired,Fatigued,184.2,89.03365906623236,17876,7.552631578947368,3.324467820179502
481,46,Male,164,80,HIIT,11,135,122,12954,8.56,Medium,8.6,1.9,3793,71,38.4,28.5,Tired,Fatigued,175.8,69.39704209328782,1342,6.014084507042253,54.00351639259489
483,34,Female,152,101,HIIT,105,176,83,5066,10.33,High,6.9,1.9,3007,72,38.4,28.5,Tired,Fatigued,184.2,45.05971769815418,8715,4.034722222222221,4.433017941161264
486,56,Male,162,74,HIIT,100,230,101,7468,14.2,Medium,6.7,1.9,2698,75,38.4,28.5,Tired,Neutral,168.8,59.834123222748815,10100,4.713333333333333,8.496445497630331
487,42,Female,169,62,HIIT,103,601,101,2074,8.78,Medium,4.5,1.9,1951,70,38.4,28.5,Tired,Energized,178.6,56.55095184770437,10403,5.05,4.8205568662412075
495,31,Male,190,109,HIIT,63,631,84,8470,10.91,Medium,9.6,1.9,2304,65,38.4,28.5,Stressed,Fatigued,186.3,45.08856682769726,5292,4.523076923076923,7.808194668098049
500,27,Other,185,114,HIIT,64,506,121,14103,3.87,Low,8.3,1.9,2972,50,38.4,28.5,Happy,Neutral,189.1,63.98730830248546,7744,8.469999999999999,3.869232548915918
505,45,Male,162,87,HIIT,59,430,168,1463,7.54,Low,7.8,1.9,3738,59,38.4,28.5,Neutral,Energized,176.5,95.18413597733712,9912,9.966101694915254,12.164209919815626
506,33,Male,186,101,HIIT,50,587,85,15914,2.14,High,4.9,1.9,2737,72,38.4,28.5,Neutral,Fatigued,184.9,45.97079502433748,4250,4.131944444444445,1.9675500270416442
507,55,Female,188,90,HIIT,54,886,82,9205,11.81,High,5.0,1.9,2311,57,38.4,28.5,Tired,Fatigued,169.5,48.37758112094395,4428,5.035087719298246,10.580356167376817
522,52,Male,166,59,HIIT,68,510,109,10068,8.55,High,6.1,1.9,3701,79,38.4,28.5,Neutral,Neutral,171.6,63.51981351981352,7412,4.829113924050633,7.986682435211848
532,47,Male,160,107,HIIT,92,295,131,11397,1.71,High,4.2,1.9,1794,85,38.4,28.5,Happy,Fatigued,175.1,74.81439177612793,12052,5.394117647058824,1.3905718471432476
540,37,Male,158,51,HIIT,36,524,124,13038,13.77,Low,9.0,1.9,2508,55,38.4,28.5,Stressed,Fatigued,182.1,68.09445359692477,4464,7.890909090909091,26.04612850082372
549,35,Other,169,109,HIIT,16,949,136,16932,1.78,High,7.2,1.9,2310,88,38.4,28.5,Happy,Energized,183.5,74.11444141689373,2176,5.409090909090909,8.245231607629426
552,19,Male,173,75,HIIT,29,303,84,18033,7.05,Medium,8.9,1.9,2771,72,38.4,28.5,Stressed,Fatigued,194.7,43.14329738058552,2436,4.083333333333334,10.488284363211308
556,59,Female,164,101,HIIT,76,424,154,9754,11.84,Low,8.8,1.9,3188,51,38.4,28.5,Stressed,Neutral,166.7,92.38152369526095,11704,10.568627450980392,14.392068954630128
559,34,Female,184,88,HIIT,11,393,173,13791,5.13,Low,6.3,1.9,1674,74,38.4,28.5,Tired,Neutral,184.2,93.91965255157439,1903,8.182432432432432,43.800710689961505
566,27,Female,169,113,HIIT,33,528,167,17147,12.88,Low,9.9,1.9,1761,79,38.4,28.5,Neutral,Energized,189.1,88.31306187202539,5511,7.39873417721519,34.46885566399052
569,47,Other,199,101,HIIT,89,733,176,3330,3.94,Medium,6.2,1.9,2778,59,38.4,28.5,Tired,Neutral,175.1,100.51399200456883,15664,10.440677966101696,4.4497205449213615
572,57,Male,156,57,HIIT,37,223,139,17149,1.1,Medium,5.5,1.9,3004,85,38.4,28.5,Neutral,Energized,168.1,82.6888756692445,5143,5.723529411764706,2.4583179253018637
573,45,Female,178,68,HIIT,29,607,81,5088,5.56,Medium,8.9,1.9,3584,68,38.4,28.5,Neutral,Neutral,176.5,45.892351274787536,2349,4.169117647058823,8.798671485786851
582,39,Male,188,54,HIIT,22,798,104,10408,4.1,Low,9.9,1.9,1731,55,38.4,28.5,Neutral,Fatigued,180.7,57.553956834532386,2288,6.618181818181818,10.725964682799217
586,44,Other,150,64,HIIT,78,213,145,3284,6.81,Low,6.6,1.9,2463,66,38.4,28.5,Tired,Fatigued,177.2,81.82844243792326,11310,7.689393939393939,7.144252474387914
588,44,Other,175,96,HIIT,78,687,133,2015,14.58,High,8.3,1.9,3244,54,38.4,28.5,Stressed,Energized,177.2,75.05643340857789,10374,8.62037037037037,14.029779475603405
596,18,Female,168,113,HIIT,100,101,140,19947,2.84,High,8.0,1.9,3790,53,38.4,28.5,Happy,Fatigued,195.4,71.64790174002047,14000,9.245283018867925,2.0348004094165812
601,53,Male,192,111,HIIT,92,887,139,18073,1.3,High,7.1,1.9,2408,77,38.4,28.5,Stressed,Energized,170.9,81.33411351667642,12788,6.318181818181818,1.1492863866486887
608,29,Male,196,103,HIIT,108,300,88,19584,8.76,Low,4.6,1.9,2677,88,38.4,28.5,Happy,Fatigued,187.7,46.883324453915826,9504,3.5,3.8027585390398393
611,20,Male,182,107,HIIT,45,683,125,16889,4.97,High,9.3,1.9,2383,51,38.4,28.5,Tired,Fatigued,194.0,64.43298969072166,5625,8.57843137254902,7.116265750286369
619,37,Male,197,82,HIIT,75,876,136,13794,11.44,Medium,6.1,1.9,2473,88,38.4,28.5,Happy,Fatigued,182.1,74.68423942888523,10200,5.409090909090909,11.391835987552627
621,38,Other,172,112,HIIT,39,830,128,9021,1.17,Low,6.3,1.9,2728,63,38.4,28.5,Neutral,Energized,181.4,70.56229327453141,4992,7.111111111111111,2.1168687982359424
624,30,Other,171,107,HIIT,101,468,121,18568,2.39,High,8.9,1.9,2514,55,38.4,28.5,Tired,Fatigued,187.0,64.70588235294117,12221,7.700000000000001,1.5311589982527665
639,25,Other,150,79,HIIT,75,292,152,13704,3.03,Low,5.3,1.9,2137,79,38.4,28.5,Neutral,Energized,190.5,79.79002624671917,11400,6.734177215189874,3.223517060367454
640,44,Female,197,109,HIIT,116,146,177,2813,1.23,High,7.2,1.9,2636,83,38.4,28.5,Happy,Neutral,177.2,99.88713318284425,20532,7.4638554216867465,1.0591480501284347
641,51,Male,180,71,HIIT,13,916,117,9000,0.98,Medium,7.8,1.9,3610,68,38.4,28.5,Happy,Fatigued,172.3,67.90481717933837,1521,6.022058823529412,5.118978525827046
660,26,Female,194,104,HIIT,89,316,128,10077,9.29,High,8.0,1.9,1818,51,38.4,28.5,Neutral,Energized,189.8,67.43940990516333,11392,8.784313725490197,7.039462000213115
667,18,Female,155,102,HIIT,20,457,90,12273,14.02,High,9.1,1.9,3492,89,38.4,28.5,Neutral,Energized,195.4,46.05936540429887,1800,3.539325842696629,32.28761514841351
668,44,Other,190,108,HIIT,99,326,151,13805,11.24,Medium,5.2,1.9,1928,87,38.4,28.5,Neutral,Fatigued,177.2,85.21444695259595,14949,6.074712643678161,9.67485236108261
674,33,Female,165,112,HIIT,24,318,173,6692,5.6,Medium,8.1,1.9,3287,80,38.4,28.5,Happy,Fatigued,184.9,93.56408869659275,4152,7.5687500000000005,21.83162069587164
675,23,Female,174,98,HIIT,98,372,82,3234,9.33,High,8.7,1.9,1921,88,38.4,28.5,Happy,Energized,191.9,42.73058884835852,8036,3.2613636363636362,4.068126468930459
677,39,Male,199,106,HIIT,23,991,141,3145,8.44,High,4.3,1.9,2371,79,38.4,28.5,Happy,Neutral,180.7,78.02988378527948,3243,6.246835443037974,28.633574745554732
685,28,Female,158,101,HIIT,37,558,172,9608,11.08,High,6.1,1.9,2455,62,38.4,28.5,Happy,Energized,188.4,91.29511677282377,6364,9.70967741935484,27.33918632007804
687,19,Other,198,71,HIIT,39,104,126,6134,3.87,Low,6.5,1.9,1644,56,38.4,28.5,Tired,Energized,194.7,64.71494607087827,4914,7.875,6.421713879340998
690,43,Other,165,79,HIIT,24,882,103,6485,11.38,High,4.3,1.9,2117,50,38.4,28.5,Stressed,Energized,177.9,57.89769533445755,2472,7.21,27.453157204421956
699,44,Male,163,117,HIIT,61,202,96,9552,3.49,Low,8.6,1.9,2696,73,38.4,28.5,Happy,Energized,177.2,54.176072234762984,5856,4.602739726027397,3.0995818376938167
702,36,Male,198,65,HIIT,73,665,89,2359,5.47,High,6.4,1.9,1732,50,38.4,28.5,Happy,Neutral,182.8,48.6870897155361,6497,6.23,3.6481969964929104
704,23,Male,191,92,HIIT,13,440,138,2193,1.03,Low,7.8,1.9,1961,72,38.4,28.5,Tired,Neutral,191.9,71.91245440333506,1794,6.708333333333334,5.697679079648855
711,47,Male,179,104,HIIT,32,296,148,13390,2.3,Low,7.4,1.9,3130,62,38.4,28.5,Neutral,Energized,175.1,84.5231296402056,4736,8.35483870967742,6.075099942889777
713,29,Male,183,108,HIIT,22,631,114,11978,12.44,Medium,6.8,1.9,3201,63,38.4,28.5,Neutral,Fatigued,187.7,60.735215769845496,2508,6.333333333333333,34.343003826221725
718,20,Female,157,109,HIIT,93,749,127,14757,2.94,Low,8.0,1.9,3156,61,38.4,28.5,Neutral,Energized,194.0,65.4639175257732,11811,7.286885245901638,2.069504489524443
721,46,Male,175,83,HIIT,55,380,133,1748,5.1,Low,9.5,1.9,2419,63,38.4,28.5,Tired,Fatigued,175.8,75.65415244596132,7315,7.388888888888889,7.015203226807322
738,36,Female,156,86,HIIT,103,560,116,3590,6.78,Low,9.9,1.9,2688,77,38.4,28.5,Tired,Neutral,182.8,63.45733041575492,11948,5.272727272727273,4.177094176881732
740,29,Other,150,104,HIIT,84,170,117,5493,9.81,Low,9.8,1.9,2810,72,38.4,28.5,Neutral,Neutral,187.7,62.33351092168354,9828,5.6875,7.279663596925185
742,52,Other,173,94,HIIT,109,853,91,11022,1.97,Low,5.9,1.9,1716,66,38.4,28.5,Happy,Energized,171.6,53.03030303030303,9919,4.825757575757576,0.9584375868779539
750,53,Female,169,62,HIIT,65,411,110,15052,6.3,High,4.2,1.9,3353,88,38.4,28.5,Happy,Energized,170.9,64.36512580456407,7150,4.375,6.238466039519287
754,28,Other,173,83,HIIT,21,510,148,19944,11.57,Medium,9.4,1.9,2708,57,38.4,28.5,Happy,Energized,188.4,78.55626326963906,3108,9.087719298245615,43.28076028712971
768,50,Male,192,114,HIIT,89,158,154,3515,0.85,Low,5.2,1.9,3135,70,38.4,28.5,Tired,Fatigued,173.0,89.01734104046243,13706,7.700000000000001,0.8501656166785737
773,58,Female,194,67,HIIT,36,682,118,7302,12.09,Medium,8.9,1.9,2076,82,38.4,28.5,Tired,Energized,167.4,70.48984468339306,4248,5.036585365853658,23.672839506172835
774,20,Other,174,70,HIIT,67,532,151,5167,3.45,Medium,7.9,1.9,3975,72,38.4,28.5,Stressed,Neutral,194.0,77.83505154639175,10117,7.340277777777779,4.0079242960455455
781,59,Female,166,114,HIIT,103,142,81,12694,9.08,Low,5.9,1.9,1736,52,38.4,28.5,Neutral,Neutral,166.7,48.59028194361128,8343,5.451923076923077,4.283492815999907
788,21,Other,156,52,HIIT,100,990,123,8350,6.21,Low,5.1,1.9,2807,59,38.4,28.5,Happy,Energized,193.3,63.63166063114329,12300,7.296610169491526,3.9515261251939986
790,48,Female,157,96,HIIT,116,103,119,11297,7.15,Medium,5.8,1.9,3023,81,38.4,28.5,Neutral,Fatigued,174.4,68.23394495412843,13804,5.1419753086419755,4.205799193293261
805,46,Other,187,51,HIIT,102,588,110,9694,7.57,High,8.9,1.9,2914,62,38.4,28.5,Stressed,Fatigued,175.8,62.571103526734916,11220,6.209677419354839,4.643757389190032
808,52,Female,197,109,HIIT,29,609,84,3204,14.61,Low,6.2,1.9,3298,80,38.4,28.5,Neutral,Neutral,171.6,48.95104895104895,2436,3.6750000000000003,24.66120086809742
813,39,Male,181,62,HIIT,119,836,171,17657,9.21,Medium,4.7,1.9,3113,70,38.4,28.5,Stressed,Neutral,180.7,94.63198671831766,20349,8.55,7.3240386359303
827,25,Other,187,91,HIIT,42,684,125,7807,1.15,Medium,9.7,1.9,1573,86,38.4,28.5,Stressed,Energized,190.5,65.61679790026247,5250,5.087209302325581,1.7966504186976626
828,49,Male,169,95,HIIT,48,854,86,18517,6.38,Low,4.8,1.9,2987,83,38.4,28.5,Happy,Neutral,173.7,49.51065054691998,4128,3.6265060240963853,6.580790635194781
831,47,Male,152,96,HIIT,44,500,143,18933,10.83,High,4.5,1.9,2186,88,38.4,28.5,Happy,Neutral,175.1,81.66761850371216,6292,5.6875,20.101370645345515
