User ID,Age,Gender,Height (cm),Weight (kg),Workout Type,Workout Duration (mins),Calories Burned,Heart Rate (bpm),Steps Taken,Distance (km),Workout Intensity,Sleep Hours,Water Intake (liters),Daily Calories Intake,Resting Heart Rate (bpm),VO2 Max,Body Fat (%),Mood Before Workout,Mood After Workout,HRmax,HR%,TLI,MET,WEI
328,35,Female,171,102,Strength,25,629,111,19281,7.71,Medium,8.2,1.9,3638,57,38.4,28.5,Tired,Fatigued,183.5,60.49046321525886,2775,6.815789473684211,18.65525885558583
335,45,Female,170,102,Strength,112,364,149,17060,6.72,Low,9.6,1.9,2570,59,38.4,28.5,Stressed,Energized,176.5,84.41926345609065,16688,8.838983050847457,5.065155807365438
350,54,Other,190,100,Strength,36,223,145,10328,9.99,Medium,7.8,1.9,2615,89,38.4,28.5,Neutral,Neutral,170.2,85.19388954171563,5220,5.702247191011236,23.64130434782609
355,55,Female,188,88,Strength,48,233,139,14517,3.95,Low,6.9,1.9,1624,86,38.4,28.5,Stressed,Neutral,169.5,82.00589970501476,6672,5.656976744186046,6.7484021632251725
360,26,Female,168,108,Strength,106,541,133,5446,3.08,Medium,6.4,1.9,3013,64,38.4,28.5,Happy,Energized,189.8,70.07376185458376,14098,7.2734375,2.0361055331331888
379,20,Other,188,105,Strength,17,103,122,2310,2.66,Low,8.7,1.9,2510,77,38.4,28.5,Happy,Fatigued,194.0,62.88659793814433,2074,5.545454545454546,9.839902971497878
380,41,Other,196,87,Strength,26,444,101,18763,4.15,Medium,4.4,1.9,2578,87,38.4,28.5,Stressed,Energized,179.3,56.33017289459007,2626,4.063218390804598,8.991162212021107
391,56,Male,177,65,Strength,58,644,91,5753,5.87,Medium,9.3,1.9,1990,73,38.4,28.5,Happy,Energized,168.8,53.90995260663507,5278,4.363013698630137,5.456058996568068
397,46,Male,156,93,Strength,108,438,168,7319,13.88,Medium,8.4,1.9,2992,73,38.4,28.5,Tired,Neutral,175.8,95.56313993174061,18144,8.054794520547945,12.281633169005183
398,59,Female,188,74,Strength,62,860,110,18411,7.38,High,6.7,1.9,3997,63,38.4,28.5,Tired,Fatigued,166.7,65.9868026394721,6820,6.111111111111111,7.8545581206339365
407,39,Male,192,81,Strength,89,425,133,11223,1.28,Medium,6.0,1.9,2262,86,38.4,28.5,Stressed,Energized,180.7,73.60265633646928,11837,5.412790697674419,1.0585550574233784
408,27,Female,184,93,Strength,20,591,133,19200,9.78,High,7.6,1.9,3701,87,38.4,28.5,Happy,Neutral,189.1,70.33315705975674,2660,5.350574712643678,34.392913802221045
427,44,Female,156,63,Strength,92,103,177,4357,14.75,High,4.9,1.9,1575,66,38.4,28.5,Neutral,Neutral,177.2,99.88713318284425,16284,9.386363636363637,16.014513200510354
429,29,Female,160,88,Strength,76,953,82,19924,3.46,Low,5.0,1.9,1879,68,38.4,28.5,Neutral,Fatigued,187.7,43.68673415023975,6232,4.220588235294118,1.9888960547345993
431,56,Male,171,106,Strength,14,617,120,14811,11.02,Medium,9.1,1.9,1663,82,38.4,28.5,Happy,Fatigued,168.8,71.09004739336491,1680,5.121951219512195,55.958023019634375
442,32,Male,157,85,Strength,23,571,173,10879,4.47,High,4.2,1.9,1863,64,38.4,28.5,Stressed,Energized,185.6,93.21120689655173,3979,9.4609375,18.11539542728636
448,25,Other,176,62,Strength,36,458,145,13304,0.64,High,5.3,1.9,2746,89,38.4,28.5,Tired,Fatigued,190.5,76.11548556430446,5220,5.702247191011236,1.353164187809857
450,56,Other,186,63,Strength,22,504,93,18620,10.45,Medium,9.0,1.9,3313,59,38.4,28.5,Happy,Energized,168.8,55.094786729857816,2046,5.516949152542373,26.17002369668246
460,57,Male,195,105,Strength,113,642,125,3262,3.68,High,6.2,1.9,3564,56,38.4,28.5,Stressed,Neutral,168.1,74.360499702558,14125,7.8125,2.4216516717293226
463,34,Female,164,83,Strength,49,611,174,4032,9.81,Medium,8.0,1.9,2675,79,38.4,28.5,Neutral,Neutral,184.2,94.46254071661238,8526,7.708860759493671,18.91178621285648
467,24,Male,162,88,Strength,15,241,116,1520,6.71,Low,4.9,1.9,2752,88,38.4,28.5,Stressed,Energized,191.2,60.669456066945614,1740,4.613636363636363,27.139470013947005
470,44,Male,183,54,Strength,61,481,98,1757,4.53,Medium,7.8,1.9,2244,55,38.4,28.5,Happy,Energized,177.2,55.30474040632054,5978,6.236363636363636,4.107056951485772
482,28,Other,161,69,Strength,102,626,111,18047,4.89,Low,8.7,1.9,3016,58,38.4,28.5,Tired,Neutral,188.4,58.917197452229296,11322,6.698275862068965,2.824559760209816
488,52,Other,176,64,Strength,106,682,133,8402,11.73,Medium,4.5,1.9,3590,62,38.4,28.5,Happy,Neutral,171.6,77.50582750582751,14098,7.508064516129032,8.57682411927695
491,21,Male,199,101,Strength,55,950,81,6739,9.12,Medium,6.8,1.9,2290,61,38.4,28.5,Tired,Neutral,193.3,41.90377651319193,4455,4.647540983606557,6.948408032732916
493,51,Female,181,61,Strength,74,152,101,18029,6.63,High,5.6,1.9,3264,68,38.4,28.5,Tired,Fatigued,172.3,58.61868833430064,7474,5.1985294117647065,5.251917616978558
501,53,Female,167,70,Strength,84,409,142,13717,4.23,High,5.2,1.9,1993,76,38.4,28.5,Happy,Neutral,170.9,83.08952603861908,11928,6.5394736842105265,4.184151132659033
509,30,Other,180,78,Strength,90,817,90,13225,7.4,Medium,7.3,1.9,1691,70,38.4,28.5,Tired,Fatigued,187.0,48.1283422459893,8100,4.5,3.9572192513368982
511,44,Female,181,60,Strength,113,226,101,9809,4.2,Low,4.3,1.9,1930,77,38.4,28.5,Neutral,Fatigued,177.2,56.997742663656894,11413,4.590909090909092,2.1185001697996366
512,54,Female,166,57,Strength,95,926,152,16530,9.58,Medium,7.5,1.9,3801,69,38.4,28.5,Tired,Energized,170.2,89.30669800235019,14440,7.710144927536232,9.00587544065805
541,59,Female,172,53,Strength,115,604,128,17996,3.72,High,6.0,1.9,1733,71,38.4,28.5,Tired,Fatigued,166.7,76.78464307138573,14720,6.309859154929578,2.4838162802222166
555,56,Other,183,76,Strength,85,584,154,18024,12.93,High,4.8,1.9,2937,66,38.4,28.5,Happy,Energized,168.8,91.23222748815165,13090,8.166666666666668,13.878031781432952
561,52,Male,192,105,Strength,101,672,168,19093,12.93,Low,7.6,1.9,3366,84,38.4,28.5,Stressed,Neutral,171.6,97.9020979020979,16968,7.0,12.533407186872534
565,54,Female,180,103,Strength,59,615,84,18055,8.18,High,9.2,1.9,1540,63,38.4,28.5,Neutral,Energized,170.2,49.353701527614575,4956,4.666666666666666,6.8425979406082575
571,53,Other,189,53,Strength,45,888,118,11655,4.17,Medium,6.5,1.9,2333,65,38.4,28.5,Neutral,Energized,170.9,69.04622586307782,5310,6.3538461538461535,6.398283596645211
576,27,Male,172,65,Strength,95,996,169,7159,3.1,Medium,5.4,1.9,2565,89,38.4,28.5,Stressed,Fatigued,189.1,89.3707033315706,16055,6.646067415730337,2.916307161345988
579,51,Other,182,63,Strength,114,552,167,11183,11.48,High,4.4,1.9,3278,60,38.4,28.5,Tired,Neutral,172.3,96.92396982008124,19038,9.741666666666667,9.760413802934496
585,46,Female,182,73,Strength,88,655,103,14656,5.19,Medium,4.5,1.9,1775,65,38.4,28.5,Tired,Fatigued,175.8,58.589306029579056,9064,5.546153846153846,3.4554374806081287
587,56,Female,166,56,Strength,85,380,157,6422,11.24,Medium,5.7,1.9,1732,55,38.4,28.5,Neutral,Neutral,168.8,93.00947867298578,13345,9.99090909090909,12.299135768051297
614,35,Male,162,75,Strength,50,540,104,16018,14.06,Medium,6.6,1.9,3207,53,38.4,28.5,Happy,Energized,183.5,56.675749318801095,5200,6.867924528301887,15.937220708446869
618,58,Other,189,111,Strength,79,523,171,5701,13.79,High,6.7,1.9,2248,70,38.4,28.5,Tired,Energized,167.4,102.15053763440861,13509,8.55,17.831087518715123
627,19,Female,157,94,Strength,24,273,146,14053,9.95,Medium,5.9,1.9,3591,78,38.4,28.5,Neutral,Neutral,194.7,74.98715973292245,3504,6.551282051282051,31.088426639274093
629,55,Other,151,80,Strength,85,408,156,18588,10.93,Low,7.0,1.9,2054,54,38.4,28.5,Stressed,Energized,169.5,92.03539823008849,13260,10.11111111111111,11.834669442998436
645,21,Female,158,53,Strength,12,798,169,11523,4.67,Low,8.2,1.9,2329,73,38.4,28.5,Tired,Neutral,193.3,87.42886704604241,2028,8.102739726027398,34.024400758751504
649,38,Female,165,70,Strength,110,455,154,16537,6.23,High,5.9,1.9,2742,54,38.4,28.5,Tired,Energized,181.4,84.89525909592062,16940,9.981481481481481,4.8081587651598685
650,25,Female,182,88,Strength,74,384,115,2609,4.87,High,8.5,1.9,3284,86,38.4,28.5,Tired,Neutral,190.5,60.367454068241464,8510,4.680232558139535,3.972831098815351
656,50,Other,179,97,Strength,108,504,151,12213,7.76,Low,8.3,1.9,2252,73,38.4,28.5,Happy,Energized,173.0,87.28323699421965,16308,7.23972602739726,6.271462213658745
670,30,Other,154,94,Strength,59,875,147,19130,13.81,High,9.8,1.9,3269,61,38.4,28.5,Stressed,Energized,187.0,78.6096256684492,8673,8.434426229508196,18.39998187256413
673,53,Male,169,84,Strength,16,188,92,9944,6.94,Low,4.5,1.9,2859,71,38.4,28.5,Tired,Energized,170.9,53.83265067290813,1472,4.535211267605634,23.349912229373903
678,20,Male,180,113,Strength,89,700,172,9096,2.93,Low,6.9,1.9,1568,61,38.4,28.5,Stressed,Neutral,194.0,88.65979381443299,15308,9.868852459016393,2.9187999536661646
688,55,Male,151,78,Strength,96,928,119,5978,1.35,Low,6.1,1.9,2773,87,38.4,28.5,Happy,Energized,169.5,70.20648967551622,11424,4.787356321839081,0.987278761061947
693,58,Other,192,71,Strength,59,487,148,4311,4.08,High,6.7,1.9,1951,73,38.4,28.5,Tired,Fatigued,167.4,88.41099163679809,8732,7.095890410958905,6.113844845392139
705,50,Other,178,117,Strength,37,896,139,3736,6.33,High,6.9,1.9,3962,56,38.4,28.5,Happy,Fatigued,173.0,80.34682080924856,5143,8.6875,13.745820965474143
707,30,Female,163,54,Strength,65,608,89,8038,8.03,High,6.4,1.9,3432,79,38.4,28.5,Neutral,Energized,187.0,47.593582887700535,5785,3.9430379746835444,5.879638009049773
709,21,Male,193,117,Strength,22,701,166,14250,1.96,High,4.4,1.9,3100,83,38.4,28.5,Tired,Fatigued,193.3,85.8768753233316,3652,7.0,7.65084889244227
727,30,Male,151,71,Strength,70,501,81,12682,7.59,High,9.7,1.9,3839,63,38.4,28.5,Stressed,Energized,187.0,43.31550802139038,5670,4.5,4.696638655462185
731,29,Female,177,76,Strength,73,458,110,11591,14.14,High,9.5,1.9,3001,72,38.4,28.5,Tired,Neutral,187.7,58.60415556739478,8030,5.347222222222221,11.351544653739207
736,29,Other,169,97,Strength,67,699,173,1079,12.89,High,5.8,1.9,1673,50,38.4,28.5,Stressed,Neutral,187.7,92.16835375599362,11591,12.11,17.732090744996384
739,56,Female,161,79,Strength,39,286,86,4228,0.84,Low,5.6,1.9,2369,88,38.4,28.5,Tired,Energized,168.8,50.947867298578196,3354,3.4204545454545454,1.0973386802770688
749,56,Female,198,59,Strength,64,818,143,8782,9.99,High,9.3,1.9,3208,63,38.4,28.5,Happy,Fatigued,168.8,84.71563981042654,9152,7.944444444444445,13.223581901658768
751,37,Male,185,99,Strength,93,349,105,6542,1.62,Low,7.0,1.9,2923,50,38.4,28.5,Happy,Fatigued,182.1,57.66062602965404,9765,7.3500000000000005,1.0044109050326833
762,57,Other,170,54,Strength,68,217,150,1547,8.41,Low,4.9,1.9,3057,74,38.4,28.5,Stressed,Neutral,168.1,89.2325996430696,10200,7.094594594594595,11.035972985267874
767,27,Other,197,81,Strength,78,779,93,13568,3.74,Low,6.9,1.9,1674,64,38.4,28.5,Tired,Fatigued,189.1,49.18032786885246,7254,5.0859375,2.3581336696090793
779,29,Other,159,82,Strength,61,377,156,14518,9.98,Medium,4.3,1.9,2672,79,38.4,28.5,Tired,Energized,187.7,83.11134789557806,9516,6.9113924050632916,13.597561508161789
780,28,Other,151,58,Strength,16,279,129,9874,7.07,High,6.8,1.9,3238,80,38.4,28.5,Neutral,Fatigued,188.4,68.47133757961782,2064,5.64375,30.255772292993626
791,25,Female,179,68,Strength,73,573,146,1981,3.06,Low,4.4,1.9,2475,67,38.4,28.5,Happy,Fatigued,190.5,76.64041994750657,10658,7.6268656716417915,3.212598425196851
796,46,Male,190,117,Strength,39,105,154,18007,10.51,Low,5.4,1.9,3103,87,38.4,28.5,Happy,Neutral,175.8,87.59954493742889,6006,6.195402298850575,23.606954289548145
797,46,Other,160,105,Strength,62,412,112,6516,14.74,High,6.4,1.9,2237,88,38.4,28.5,Happy,Fatigued,175.8,63.70875995449374,6944,4.454545454545454,15.146243898858675
806,22,Other,199,60,Strength,63,848,91,11643,7.32,Low,5.0,1.9,2777,66,38.4,28.5,Happy,Neutral,192.6,47.24818276220146,5733,4.825757575757576,5.4897888542748365
810,30,Male,196,74,Strength,28,441,162,3621,13.23,High,8.7,1.9,2670,89,38.4,28.5,Stressed,Neutral,187.0,86.63101604278076,4536,6.370786516853933,40.93315508021391
811,50,Other,197,100,Strength,33,494,161,4631,13.22,High,6.4,1.9,3571,64,38.4,28.5,Tired,Fatigued,173.0,93.0635838150289,5313,8.8046875,37.28183569802068
822,18,Other,187,78,Strength,73,373,96,11764,4.07,High,4.9,1.9,2077,81,38.4,28.5,Stressed,Energized,195.4,49.12998976458546,7008,4.148148148148148,2.739165182765244
823,24,Other,152,92,Strength,112,553,103,19569,3.97,High,5.3,1.9,2358,81,38.4,28.5,Happy,Fatigued,191.2,53.870292887029294,11536,4.450617283950618,1.9095094889420205
834,42,Female,185,69,Strength,53,935,113,2413,2.35,High,8.4,1.9,2437,65,38.4,28.5,Happy,Fatigued,178.6,63.26987681970885,5989,6.084615384615384,2.8053624627606757
858,28,Other,163,117,Strength,65,605,142,7445,6.66,Low,7.8,1.9,2202,59,38.4,28.5,Happy,Neutral,188.4,75.37154989384288,9230,8.423728813559322,7.722684958353748
861,27,Female,167,51,Strength,111,879,96,18342,11.09,High,9.0,1.9,1515,70,38.4,28.5,Stressed,Fatigued,189.1,50.76679005817029,10656,4.8,5.0721054211271035
867,45,Male,195,77,Strength,116,994,88,16205,1.13,Medium,9.7,1.9,2347,68,38.4,28.5,Neutral,Energized,176.5,49.858356940509914,10208,4.529411764705882,0.48568916674807067
870,24,Male,196,90,Strength,45,444,163,11710,8.62,Low,6.3,1.9,3825,58,38.4,28.5,Tired,Energized,191.2,85.2510460251046,7335,9.836206896551724,16.330311483031146
878,43,Female,178,64,Strength,42,537,141,10208,3.57,Medium,5.8,1.9,3915,50,38.4,28.5,Tired,Neutral,177.9,79.25801011804384,5922,9.87,6.736930860033727
880,53,Female,169,77,Strength,65,298,160,1534,12.62,High,7.6,1.9,3800,79,38.4,28.5,Stressed,Neutral,170.9,93.62200117027501,10400,7.088607594936709,18.17707161182878
884,58,Female,180,88,Strength,35,207,155,2633,1.91,Low,9.2,1.9,3043,57,38.4,28.5,Happy,Neutral,167.4,92.5925925925926,5425,9.517543859649123,5.052910052910053
886,45,Male,185,92,Strength,46,614,144,6764,13.88,Low,5.0,1.9,2695,78,38.4,28.5,Stressed,Neutral,176.5,81.58640226628894,6624,6.461538461538462,24.617810075132407
892,24,Female,167,72,Strength,59,257,81,6713,1.31,Medium,7.1,1.9,3820,75,38.4,28.5,Tired,Neutral,191.2,42.36401673640168,4779,3.7800000000000002,0.9406247783845119
893,42,Female,151,71,Strength,79,338,153,17396,6.84,Low,9.7,1.9,2266,72,38.4,28.5,Happy,Fatigued,178.6,85.66629339305712,12087,7.4375,7.417182870993806
899,54,Other,190,102,Strength,52,794,135,9094,8.65,Medium,5.4,1.9,1570,89,38.4,28.5,Neutral,Energized,170.2,79.31844888366628,7020,5.308988764044944,13.194318900840642
907,35,Female,154,117,Strength,103,753,154,7948,10.63,Medium,4.3,1.9,3752,61,38.4,28.5,Tired,Energized,183.5,83.92370572207084,15862,8.836065573770492,8.661252347821486
911,38,Male,164,87,Strength,32,928,88,15709,7.91,Medium,4.0,1.9,2786,75,38.4,28.5,Tired,Energized,181.4,48.51157662624035,2816,4.1066666666666665,11.991455347298785
916,23,Other,195,86,Strength,69,969,84,11662,7.3,Low,5.0,1.9,1706,85,38.4,28.5,Happy,Energized,191.9,43.77279833246482,5796,3.458823529411765,4.631035185898452
925,36,Female,151,108,Strength,108,213,116,12038,1.32,High,5.0,1.9,3109,77,38.4,28.5,Stressed,Energized,182.8,63.45733041575492,12528,5.272727272727273,0.7755895939703379
928,21,Female,189,111,Strength,25,743,116,6771,9.82,Low,7.3,1.9,3182,66,38.4,28.5,Neutral,Energized,193.3,60.010346611484735,2900,6.151515151515151,23.572064148991203
947,55,Female,184,84,Strength,65,752,125,14003,12.53,Medium,4.2,1.9,2682,88,38.4,28.5,Neutral,Neutral,169.5,73.74631268436578,8125,4.971590909090909,14.216019968232356
949,32,Other,188,74,Strength,108,255,94,11768,6.56,High,6.2,1.9,3503,75,38.4,28.5,Neutral,Fatigued,185.6,50.646551724137936,10152,4.386666666666667,3.076309067688378
960,36,Female,160,76,Strength,69,691,111,18616,13.97,Medium,8.3,1.9,2970,81,38.4,28.5,Stressed,Neutral,182.8,60.72210065645513,7659,4.796296296296297,12.294025306821425
962,45,Male,158,64,Strength,83,515,114,18185,2.12,Low,7.2,1.9,1559,82,38.4,28.5,Tired,Fatigued,176.5,64.58923512747874,9462,4.865853658536585,1.649749138195843
